Read	Written	Total_transferred	Mb/second	
0.0	0.5766525	0.5766525	9.581675	
0.0	0.61298	0.61298	10.2163	
0.0	0.6539475	0.6539475	10.89875	
0.0	0.677645	0.677645	11.29375	
0.0	0.5980325	0.5980325	11.30625	
0.0	0.61113	0.61113	10.15345	
