Read	Written	Total_transferred	Mb/second	
0.0	7.113275	7.113275	121.355	
0.0	7.20555	7.20555	122.645	
0.0	7.186775	7.186775	121.42	
0.0	6.914775	6.914775	117.815	
0.0	7.108175	7.108175	120.5925	
0.0	6.799075	6.799075	115.675	
