Read	Written	Total_transferred	Mb/second	
0.0	5.541975	5.541975	93.2095	
0.0	4.7588	4.7588	80.328	
0.0	4.7129	4.7129	79.507	
0.0	4.6394	4.6394	78.075	
0.0	4.911875	4.911875	81.7375	
0.0	4.48585	4.48585	76.203	
