Read	Written	Total_transferred	Mb/second	
57.2465	0.0	57.2465	967.9825	
51.63	0.0	51.63	881.1325	
47.64825	0.0	47.64825	807.0925	
39.69075	0.0	39.69075	677.3275	
44.1665	0.0	44.1665	753.6575	
42.743	0.0	42.743	729.2725	
