Read	Written	Total_transferred	Mb/second	
1.24385	0.0	1.24385	21.2285	
1.1593	0.0	1.1593	19.7855	
1.15605	0.0	1.15605	19.73025	
1.21025	0.0	1.21025	20.65475	
1.1575	0.0	1.1575	19.7535	
1.184425	0.0	1.184425	20.21325	
