Read	Written	Total_transferred	Mb/second	
0.0	2.443875	2.443875	41.3765	
0.0	2.933775	2.933775	49.73175	
0.0	3.032375	3.032375	51.67525	
0.0	3.110225	3.110225	52.52775	
0.0	2.6764	2.6764	55.53425	
0.0	1.52652	1.52652	60.53225	
