Read	Written	Total_transferred	Mb/second	
27.47675	0.0	27.47675	468.925	
28.87625	0.0	28.87625	492.79	
31.133	0.0	31.133	531.29	
31.15625	0.0	31.15625	531.6775	
31.30425	0.0	31.30425	534.1425	
31.3845	0.0	31.3845	535.37	
