Read	Written	Total_transferred	Mb/second	
0.0	2.32925	2.32925	39.75225	
0.0	2.76865	2.76865	46.864	
0.0	2.896025	2.896025	48.822	
0.0	3.006225	3.006225	50.702	
0.0	2.009825	2.009825	58.73325	
0.0	1.3485985	1.3485985	59.7925	
